fid;kdprov;kdkab;kdkec;kddesa;nmdesa;nmkec;nmkab;nmprov;iddesa;idkec;sbs;base;idbs;kdbs;luas;kdsls;nmsls;posisi;dom_sls;dominan;tingkat;nm_gedung;kk;bstt;bstt_k;bsbtt;muatan;khusus;count
5309;"32";"15";"130";"004";LEMAHSUBUR;TEMPURAN;KARAWANG;JAWA BARAT;"3215130004";"3215130";"0  ";sp2020;3215130004002P;"002P";6496294.14574593;"1001";SAWAH;"-";"11";"11";;;;;;;;;1
5310;"32";"15";"130";"004";LEMAHSUBUR;TEMPURAN;KARAWANG;JAWA BARAT;"3215130004";"3215130";"0  ";sp2020;3215130004006B;"006B";48084.0825026428;"0007  ,  0009";"RT 007 RW 004 DUSUN SUAGAR  ,  RT 009 RW 005 DUSUN SUAGAR";"-";"1, 1, 1, 1, 1, 1,1, 1, 1, 1";"1";;;;;;;;;1
5311;"32";"15";"130";"004";LEMAHSUBUR;TEMPURAN;KARAWANG;JAWA BARAT;"3215130004";"3215130";"0  ";sp2020;3215130004005B;"005B";47558.9225596457;"0005  ,  0006";"RT 005 RW 003 DUSUN PASIR MALANG  ,  RT 006 RW 003 DUSUN PASIR MALANG";"-";"1, 1, 1, 1,1, 1";"1";;;;;;;;;1
5312;"32";"15";"130";"004";LEMAHSUBUR;TEMPURAN;KARAWANG;JAWA BARAT;"3215130004";"3215130";"0  ";sp2020;3215130004004B;"004B";199512.007553916;"0003  ,  0004";"RT 003 RW 002 DUSUN PASIR MALANG  ,  RT 004 RW 002 DUSUN PASIR MALANG";"-";"1, 1, 1, 1, 1, 1,1, 1, 1";"1";;;;;;;;;1
5313;"32";"15";"130";"004";LEMAHSUBUR;TEMPURAN;KARAWANG;JAWA BARAT;"3215130004";"3215130";"0  ";sp2020;3215130004007B;"007B";709287.780719507;"0011  ,  0012  ,  0013  ,  0014";"RT 011 RW 006 DUSUN PADATI MULYA  ,  RT 012 RW 006 DUSUN PADATI MULYA  ,  RT 013 RW 007 DUSUN PADATI MULYA  ,  RT 014 RW 007 DUSUN PADATI MULYA";"-";"1, 1, 1,1, 1,1, 1, 1,1, 1";"1";;;;;;;;;1
5314;"32";"15";"130";"004";LEMAHSUBUR;TEMPURAN;KARAWANG;JAWA BARAT;"3215130004";"3215130";"0  ";sp2020;3215130004001B;"001B";55079.0320272414;"0002  ,  0001";"RT 002 RW 001 DUSUN PONDOK BALES  ,  RT 001 RW 001 DUSUN PONDOK BALES";"-";"1, 1, 1, 1, 1,1, 1, 1, 1";"1";;;;;;;;;1
5315;"32";"15";"130";"005";LEMAHMAKMUR;TEMPURAN;KARAWANG;JAWA BARAT;"3215130005";"3215130";"0  ";sp2020;3215130005003B;"003B";58299.6209914851;"0015";RT 003 RW 006 DUSUN BABAKAN HOE;"-";"1, 1, 1, 1";"1";;;;;;;;;1
5316;"32";"15";"100";"014";KALISARI;TELAGASARI;KARAWANG;JAWA BARAT;"3215100014";"3215100";"0  ";sp2020;3215100014021B;"021B";99366.576927251;"0017  ,  0018  ,  0019";"RT 017 RW 007 DUSUN 4  ,  RT 018 RW 007 DUSUN 4  ,  RT 019 RW 009 DUSUN 4";"-";"1, 1, 1,1, 1, 1, 1, 1,1, 1, 1";"1";;;;;;;;;1
5317;"32";"15";"130";"005";LEMAHMAKMUR;TEMPURAN;KARAWANG;JAWA BARAT;"3215130005";"3215130";"0  ";sp2020;3215130005002B;"002B";160308.538875307;"0014  ,  0013";"RT 002 RW 006 DUSUN BABAKAN HOE  ,  RT 001 RW 006 DUSUN BABAKAN HOE";"-";"1, 1,1, 1, 1";"1";;;;;;;;;1
5318;"32";"15";"130";"005";LEMAHMAKMUR;TEMPURAN;KARAWANG;JAWA BARAT;"3215130005";"3215130";"0  ";sp2020;3215130005005B;"005B";104158.168563161;"0001  ,  0004";"RT 001 RW 001 DUSUN PASIRKONCI 01  ,  RT 001 RW 002 DUSUN PASIRKONCI 02";"-";"1, 1, 1,1, 1, 1";"1";;;;;;;;;1
5319;"32";"15";"130";"005";LEMAHMAKMUR;TEMPURAN;KARAWANG;JAWA BARAT;"3215130005";"3215130";"0  ";sp2020;3215130005009B;"009B";3586351.27342702;"0012  ,  0011";"RT 002 RW 005 DUSUN GEMPOL  ,  RT 001 RW 005 DUSUN GEMPOL";"-";"1, 1,1, 1, 1, 1";"1";;;;;;;;;1
5320;"32";"15";"130";"006";PAGADUNGAN;TEMPURAN;KARAWANG;JAWA BARAT;"3215130006";"3215130";"0  ";sp2020;3215130006004B;"004B";95829.9907713605;"0010";RT 010 RW 005 DUSUN PANGARITAN;"-";"1, 1";"1";;;;;;;;;1
5321;"32";"15";"130";"006";PAGADUNGAN;TEMPURAN;KARAWANG;JAWA BARAT;"3215130006";"3215130";"0  ";sp2020;3215130006003B;"003B";39742.1534346442;"0009";RT 009 RW 005 DUSUN PANGARITAN;"-";"1, 1";"1";;;;;;;;;1
5322;"32";"15";"130";"006";PAGADUNGAN;TEMPURAN;KARAWANG;JAWA BARAT;"3215130006";"3215130";"0  ";sp2020;3215130006007B;"007B";144438.035739919;"0001";RT 001 RW 001 DUSUN PAGADUNGAN;"-";"1, 1";"1";;;;;;;;;1
5323;"32";"15";"130";"006";PAGADUNGAN;TEMPURAN;KARAWANG;JAWA BARAT;"3215130006";"3215130";"0  ";sp2020;3215130006005B;"005B";203381.431237268;"0011";RT 011 RW 006 DUSUN WAGIR SERUT;"-";"1, 1";"1";;;;;;;;;1
5324;"32";"15";"130";"006";PAGADUNGAN;TEMPURAN;KARAWANG;JAWA BARAT;"3215130006";"3215130";"0  ";sp2020;3215130006006B;"006B";822467.160844046;"0012";RT 012 RW 007 DUSUN CIGUHA;"-";"1, 1";"1";;;;;;;;;2
5325;"32";"15";"130";"006";PAGADUNGAN;TEMPURAN;KARAWANG;JAWA BARAT;"3215130006";"3215130";"0  ";sp2020;3215130006012B;"012B";251889.168746672;"0007";RT 007 RW 004 DUSUN KALEN ASEM;"-";"1, 1";"1";;;;;;;;;1
5326;"32";"15";"130";"006";PAGADUNGAN;TEMPURAN;KARAWANG;JAWA BARAT;"3215130006";"3215130";"0  ";sp2020;3215130006009B;"009B";184410.477422287;"0004";RT 004 RW 002 DUSUN PAGADUNGAN;"-";"1, 1";"1";;;;;;;;;2
5327;"32";"15";"130";"006";PAGADUNGAN;TEMPURAN;KARAWANG;JAWA BARAT;"3215130006";"3215130";"0  ";sp2020;3215130006002P;"002P";2251285.39720246;"2002";SAWAH BRA;"-";"11";"11";;;;;;;;;1
5328;"32";"15";"130";"006";PAGADUNGAN;TEMPURAN;KARAWANG;JAWA BARAT;"3215130006";"3215130";"0  ";sp2020;3215130006010B;"010B";176061.492349458;"0005";RT 005 RW 003 DUSUN KALEN ASEM;"-";"1, 1";"1";;;;;;;;;1
5330;"32";"15";"130";"006";PAGADUNGAN;TEMPURAN;KARAWANG;JAWA BARAT;"3215130006";"3215130";"0  ";sp2020;3215130006011B;"011B";190535.53046643;"0006";RT 006 RW 003 DUSUN KALEN ASEM;"-";"1, 1";"1";;;;;;;;;1
5331;"32";"15";"130";"011";CIKUNTUL;TEMPURAN;KARAWANG;JAWA BARAT;"3215130011";"3215130";"0  ";sp2020;3215130011004B;"004B";106638.700795535;"0008";RT 008 RW 002 DUSUN CIKUNTUL TIMUR;"-";"6,1, 1, 1, 1, 1";"1";;;;;;;;;1
5332;"32";"15";"130";"007";PURWAJAYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130007";"3215130";"0  ";sp2020;3215130007004B;"004B";754453.372441932;"0001  ,  0002";"RT 001 RW 001 DUSUN WAGIRLUMBUNG  ,  RT 002 RW 001 DUSUN WAGIRLUMBUNG";"-";"1, 1,1, 1, 1, 1, 1";"1";;;;;;;;;1
5333;"32";"15";"130";"007";PURWAJAYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130007";"3215130";"0  ";sp2020;3215130007003B;"003B";632684.214468194;"0005  ,  0006";"RT 003 RW 002 DUSUN PULOGEBANG  ,  RT 004 RW 002 DUSUN PULOGEBANG";"-";"1, 1,1, 1, 1";"1";;;;;;;;;1
5334;"32";"15";"130";"007";PURWAJAYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130007";"3215130";"0  ";sp2020;3215130007002B;"002B";755059.259197522;"0003  ,  0004";"RT 001 RW 002 DUSUN PULOGEBANG  ,  RT 002 RW 002 DUSUN PULOGEBANG";"-";"1, 1,1, 1";"1";;;;;;;;;1
5335;"32";"15";"130";"007";PURWAJAYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130007";"3215130";"0  ";sp2020;3215130007006B;"006B";356415.054378683;"0008";RT 002 RW 003 DUSUN SUDAH;"-";"1, 1, 1";"1";;;;;;;;;1
5336;"32";"15";"130";"008";JAYANEGARA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130008";"3215130";"0  ";sp2020;3215130008003B;"003B";104074.19202023;"0002";RT 002 RW 001 DUSUN PULOHAUR;"-";"1, 1";"1";;;;;;;;;1
5337;"32";"15";"130";"008";JAYANEGARA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130008";"3215130";"0  ";sp2020;3215130008008B;"008B";155917.741588676;"0008";RT 008 RW 004 DUSUN CIKETENG;"-";"1, 1";"1";;;;;;;;;1
5338;"32";"15";"130";"007";PURWAJAYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130007";"3215130";"0  ";sp2020;3215130007007B;"007B";253233.836835389;"0011  ,  0012";"RT 003 RW 004 DUSUN BANIR  ,  RT 004 RW 004 DUSUN BANIR";"-";"1, 1,1, 1";"1";;;;;;;;;1
5339;"32";"15";"130";"008";JAYANEGARA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130008";"3215130";"0  ";sp2020;3215130008001B;"001B";4829116.67120111;"1001  ,  0004";"SAWAH BLOK KOBAK JARAH  ,  RT 004 RW 002 DUSUN PULOWIDENG";"-";"11,1, 1, 1";"1";;;;;;;;;1
5340;"32";"15";"130";"008";JAYANEGARA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130008";"3215130";"0  ";sp2020;3215130008006B;"006B";123723.455094537;"0005";RT 005 RW 003 DUSUN PULOMAS;"-";"1, 1, 1";"1";;;;;;;;;1
5341;"32";"15";"130";"008";JAYANEGARA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130008";"3215130";"0  ";sp2020;3215130008007B;"007B";127542.831543148;"0006";RT 006 RW 003 DUSUN PULOMAS;"-";"1, 1";"1";;;;;;;;;1
5342;"32";"15";"130";"009";TEMPURAN;TEMPURAN;KARAWANG;JAWA BARAT;"3215130009";"3215130";"0  ";sp2020;3215130009001B;"001B";143553.771098084;"0010";RT 010 RW 005 DUSUN KALEN ASEM;"-";"1, 1, 1";"1";;;;;;;;;1
5343;"32";"15";"130";"007";PURWAJAYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130007";"3215130";"0  ";sp2020;3215130007008B;"008B";111044.553761616;"0010";RT 002 RW 004 DUSUN BANIR;"-";"1, 1";"1";;;;;;;;;1
5344;"32";"15";"130";"009";TEMPURAN;TEMPURAN;KARAWANG;JAWA BARAT;"3215130009";"3215130";"0  ";sp2020;3215130009003B;"003B";98140.5575174094;"0002  ,  0001";"RT 002 RW 001 DUSUN TEMPURAN 01  ,  RT 001 RW 001 DUSUN TEMPURAN 01";"-";"1, 1, 1,1, 1";"1";;;;;;;;;1
5345;"32";"15";"130";"009";TEMPURAN;TEMPURAN;KARAWANG;JAWA BARAT;"3215130009";"3215130";"0  ";sp2020;3215130009002B;"002B";194219.275692559;"0011";RT 011 RW 005 DUSUN KALEN ASEM;"-";"1, 1, 1";"1";;;;;;;;;1
5346;"32";"15";"130";"009";TEMPURAN;TEMPURAN;KARAWANG;JAWA BARAT;"3215130009";"3215130";"0  ";sp2020;3215130009005B;"005B";120754.380981548;"0009";RT 009 RW 004 DUSUN TEMPURAN 03;"-";"1, 1, 1";"1";;;;;;;;;1
5347;"32";"15";"130";"006";PAGADUNGAN;TEMPURAN;KARAWANG;JAWA BARAT;"3215130006";"3215130";"0  ";sp2020;3215130006013B;"013B";286019.613072575;"0008";RT 008 RW 004 DUSUN KALAN ASEM;"-";"1, 1, 1";"1";;;;;;;;;1
5348;"32";"15";"130";"009";TEMPURAN;TEMPURAN;KARAWANG;JAWA BARAT;"3215130009";"3215130";"0  ";sp2020;3215130009006B;"006B";46741.2679313562;"0008";RT 008 RW 004 DUSUN TEMPURAN 03;"-";"1, 1";"1";;;;;;;;;1
5349;"32";"15";"130";"009";TEMPURAN;TEMPURAN;KARAWANG;JAWA BARAT;"3215130009";"3215130";"0  ";sp2020;3215130009008B;"008B";120293.737770863;"0006";RT 006 RW 003 DUSUN TEMPURAN 02;"-";"1, 1, 1";"1";;;;;;;;;1
5350;"32";"15";"130";"009";TEMPURAN;TEMPURAN;KARAWANG;JAWA BARAT;"3215130009";"3215130";"0  ";sp2020;3215130009010P;"010P";4242712.4657193;"1001";PESAWAHAN TEMPURAN;"-";"11";"11";;;;;;;;;1
5351;"32";"15";"130";"010";CIPARAGEJAYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130010";"3215130";"0  ";sp2020;3215130010002B;"002B";317966.042451659;"0016";RT 016 RW 005 DUSUN CIBANJAR;"-";"1, 1";"1";;;;;;;;;1
5352;"32";"15";"130";"009";TEMPURAN;TEMPURAN;KARAWANG;JAWA BARAT;"3215130009";"3215130";"0  ";sp2020;3215130009009B;"009B";356870.893314012;"0004  ,  0003";"RT 004 RW 002 DUSUN TEMPURAN 01  ,  RT 003 RW 002 DUSUN TEMPURAN 01";"-";"1, 1,1";"1";;;;;;;;;1
5353;"32";"15";"130";"010";CIPARAGEJAYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130010";"3215130";"0  ";sp2020;3215130010004B;"004B";959717.366187863;"0001  ,  0002";"RT 001 RW 001 DUSUN MUARA 01  ,  RT 002 RW 001 DUSUN MUARA 01";"-";"1, 1,1, 1";"1";;;;;;;;;1
5354;"32";"15";"130";"010";CIPARAGEJAYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130010";"3215130";"0  ";sp2020;3215130010006B;"006B";463959.799111923;"0013";RT 013 RW 004 DUSUN MANGUNKARYA;"-";"1, 1";"1";;;;;;;;;1
5355;"32";"15";"130";"010";CIPARAGEJAYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130010";"3215130";"0  ";sp2020;3215130010009B;"009B";22112.6650001071;"0006  ,  0005";"RT 006 RW 002 DUSUN MUARA 02  ,  RT 005 RW 002 DUSUN MUARA 02";"-";"1, 1,1";"1";;;;;;;;;1
5356;"32";"15";"130";"010";CIPARAGEJAYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130010";"3215130";"0  ";sp2020;3215130010010B;"010B";23469.3191473525;"0004  ,  0003";"RT 004 RW 001 DUSUN MUARA 01  ,  RT 003 RW 001 DUSUN MUARA 01";"-";"1, 1,1, 1";"1";;;;;;;;;1
5357;"32";"15";"130";"010";CIPARAGEJAYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130010";"3215130";"0  ";sp2020;3215130010008B;"008B";123102.838166648;"0007  ,  0008";"RT 007 RW 002 DUSUN MUARA 02  ,  RT 008 RW 002 DUSUN MUARA 02";"-";"1, 1, 1,1, 1";"1";;;;;;;;;1
5358;"32";"15";"130";"010";CIPARAGEJAYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130010";"3215130";"0  ";sp2020;3215130010011B;"011B";35344.4178413308;"0011  ,  0010";"RT 011 RW 003 DUSUN PULOMULYA  ,  RT 010 RW 003 DUSUN PULOMULYA";"-";"1,1, 1";"1";;;;;;;;;1
5359;"32";"15";"130";"010";CIPARAGEJAYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130010";"3215130";"0  ";sp2020;3215130010012B;"012B";47200.2286943484;"0009";RT 009 RW 003 DUSUN PULOMULYA;"-";"1, 1";"1";;;;;;;;;1
5360;"32";"15";"130";"010";CIPARAGEJAYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130010";"3215130";"0  ";sp2020;3215130010003P;"003P";2040169.78272524;"1001";BLOK EMPANG CIBANJAR;"-";"11";"11";;;;;;;;;1
5361;"32";"15";"130";"010";CIPARAGEJAYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130010";"3215130";"0  ";sp2020;3215130010007B;"007B";936422.227898763;"0012";RT 012 RW 004 DUSUN MANGUNKARYA;"-";"1, 1";"1";;;;;;;;;1
5362;"32";"15";"130";"011";CIKUNTUL;TEMPURAN;KARAWANG;JAWA BARAT;"3215130011";"3215130";"0  ";sp2020;3215130011007B;"007B";99491.1812408355;"0012";RT 012 RW 003 DUSUN KOSAMBIRANGRANG;"-";"1, 1";"1";;;;;;;;;1
5363;"32";"15";"130";"011";CIKUNTUL;TEMPURAN;KARAWANG;JAWA BARAT;"3215130011";"3215130";"0  ";sp2020;3215130011008B;"008B";107012.066866042;"0013  ,  0016";"RT 013 RW 004 DUSUN RAWAKANDANG  ,  RT 016 RW 004 DUSUN RAWAKANDANG";"-";"1, 1, 1,1, 1, 1";"1";;;;;;;;;1
5364;"32";"15";"130";"011";CIKUNTUL;TEMPURAN;KARAWANG;JAWA BARAT;"3215130011";"3215130";"0  ";sp2020;3215130011006B;"006B";88578.6782731692;"0010  ,  0011";"RT 010 RW 003 DUSUN KOSAMBIRANGRANG  ,  RT 011 RW 003 DUSUN KOSAMBIRANGRANG";"-";"1, 1,1, 1";"1";;;;;;;;;1
5365;"32";"15";"130";"011";CIKUNTUL;TEMPURAN;KARAWANG;JAWA BARAT;"3215130011";"3215130";"0  ";sp2020;3215130011010B;"010B";116990.073130662;"0005  ,  0006";"RT 005 RW 002 DUSUN CIKUNTUL TIMUR  ,  RT 006 RW 002 DUSUN CIKUNTUL TIMUR";"-";"1, 1, 1,1, 1, 1";"1";;;;;;;;;1
5366;"32";"15";"130";"011";CIKUNTUL;TEMPURAN;KARAWANG;JAWA BARAT;"3215130011";"3215130";"0  ";sp2020;3215130011005B;"005B";143809.08854076;"0009  ,  0007";"RT 009 RW 003 DUSUN KOSAMBIRANGRANG  ,  RT 007 RW 002 DUSUN CIKUNTUL TIMUR";"-";"1, 1, 1,1, 1, 1, 1";"1";;;;;;;;;1
5367;"32";"15";"130";"011";CIKUNTUL;TEMPURAN;KARAWANG;JAWA BARAT;"3215130011";"3215130";"0  ";sp2020;3215130011009B;"009B";112057.984565207;"0015  ,  0014";"RT 015 RW 004 DUSUN RAWAKANDANG  ,  RT 014 RW 004 DUSUN RAWAKANDANG";"-";"1, 1,1, 1";"1";;;;;;;;;1
5368;"32";"15";"130";"011";CIKUNTUL;TEMPURAN;KARAWANG;JAWA BARAT;"3215130011";"3215130";"0  ";sp2020;3215130011011P;"011P";4897151.3438313;"1001";BLOK SAWAH CIKUNTUL;"-";"11";"11";;;;;;;;;1
5369;"32";"15";"130";"011";CIKUNTUL;TEMPURAN;KARAWANG;JAWA BARAT;"3215130011";"3215130";"0  ";sp2020;3215130011003B;"003B";184176.49327152;"0003  ,  0004";"RT 003 RW 001 DUSUN CIKUNTUL BARAT  ,  RT 004 RW 001 DUSUN CIKUNTUL BARAT";"-";"1, 1,1";"1";;;;;;;;;1
5370;"32";"15";"130";"012";SUMBERJAYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130012";"3215130";"0  ";sp2020;3215130012003B;"003B";102688.849630526;"0003";RT 003 RW 001 DUSUN KALENJAYA;"-";"1, 1";"1";;;;;;;;;1
5371;"32";"15";"130";"012";SUMBERJAYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130012";"3215130";"0  ";sp2020;3215130012002P;"002P";173483.787904306;"1001";BLOK SAWAH WAGIRGANDU;"-";"11";"11";;;;;;;;;1
5372;"32";"15";"130";"012";SUMBERJAYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130012";"3215130";"0  ";sp2020;3215130012005B;"005B";153367.050523038;"0006  ,  0007";"RT 006 RW 002 DUSUN BELENDUNG 01  ,  RT 007 RW 002 DUSUN BELENDUNG 01";"-";"1, 1,1, 1, 1";"1";;;;;;;;;1
5373;"32";"15";"130";"012";SUMBERJAYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130012";"3215130";"0  ";sp2020;3215130012011B;"011B";50637.0047470547;"0010";RT 010 RW 004 DUSUN BELENDUNG 03;"-";"1";"1";;;;;;;;;1
5374;"32";"15";"130";"012";SUMBERJAYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130012";"3215130";"0  ";sp2020;3215130012010B;"010B";137399.777610313;"0010";RT 010 RW 004 DUSUN BELENDUNG 03;"-";"1, 1, 1";"1";;;;;;;;;1
5375;"32";"15";"130";"012";SUMBERJAYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130012";"3215130";"0  ";sp2020;3215130012004B;"004B";215157.980934769;"0001";RT 001 RW 001 DUSUN KALENJAYA;"-";"1, 1";"1";;;;;;;;;1
5376;"32";"15";"130";"013";PANCAKARYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130013";"3215130";"0  ";sp2020;3215130013013B;"013B";21577.1952309334;"0012";RT 012 RW 002 DUSUN BAROS;"-";"1, 1, 1";"1";;;;;;;;;1
5377;"32";"15";"130";"014";TANJUNGJAYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130014";"3215130";"0  ";sp2020;3215130014010B;"010B";87523.2962637209;"0017";RT 016 RW 008 DUSUN KATIMAHA;"-";"1, 1";"1";;;;;;;;;1
5378;"32";"15";"130";"013";PANCAKARYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130013";"3215130";"0  ";sp2020;3215130013003B;"003B";88550.0438469517;"0002";RT 002 RW 001 DUSUN BENGLE;"-";"1, 1";"1";;;;;;;;;1
5379;"32";"15";"130";"013";PANCAKARYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130013";"3215130";"0  ";sp2020;3215130013002P;"002P";1287482.88213046;"1001";PESAWAHAN;"-";"11";"11";;;;;;;;;1
5380;"32";"15";"130";"013";PANCAKARYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130013";"3215130";"0  ";sp2020;3215130013004B;"004B";117109.384881199;"0003";RT 003 RW 002 DUSUN BENGLE;"-";"1";"1";;;;;;;;;1
5381;"32";"15";"130";"013";PANCAKARYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130013";"3215130";"0  ";sp2020;3215130013006B;"006B";166638.086836848;"0006";RT 006 RW 001 DUSUN BUER;"-";"1";"1";;;;;;;;;1
5382;"32";"15";"130";"013";PANCAKARYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130013";"3215130";"0  ";sp2020;3215130013007B;"007B";292231.118241997;"0009  ,  0005";"RT 009 RW 001 DUSUN BAROS  ,  RT 005 RW 001 DUSUN BUER";"-";"1, 1,1, 1";"1";;;;;;;;;1
5383;"32";"15";"130";"013";PANCAKARYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130013";"3215130";"0  ";sp2020;3215130013010B;"010B";101111.861505661;"0012";RT 012 RW 002 DUSUN BAROS;"-";"1, 1, 1";"1";;;;;;;;;1
5384;"32";"15";"130";"013";PANCAKARYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130013";"3215130";"0  ";sp2020;3215130013011B;"011B";141862.9276594;"0007";RT 007 RW 002 DUSUN BUER;"-";"1";"1";;;;;;;;;3
5385;"32";"15";"130";"013";PANCAKARYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130013";"3215130";"0  ";sp2020;3215130013009B;"009B";153908.903273217;"0011";RT 011 RW 002 DUSUN BAROS;"-";"1, 1";"1";;;;;;;;;1
5386;"32";"15";"130";"013";PANCAKARYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130013";"3215130";"0  ";sp2020;3215130013005B;"005B";290865.719797788;"0004";RT 004 RW 002 DUSUN BENGLE;"-";"1";"1";;;;;;;;;2
5387;"32";"15";"130";"013";PANCAKARYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130013";"3215130";"0  ";sp2020;3215130013012B;"012B";106584.487270985;"0008";RT 008 RW 002 DUSUN BUER;"-";"1, 1";"1";;;;;;;;;1
5388;"32";"15";"130";"014";TANJUNGJAYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130014";"3215130";"0  ";sp2020;3215130014009B;"009B";55908.7607424698;"0004";RT 004 RW 002 DUSUN TURI TIMUR;"-";"1, 1, 1, 1, 1";"1";;;;;;;;;1
5389;"32";"15";"130";"014";TANJUNGJAYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130014";"3215130";"0  ";sp2020;3215130014008B;"008B";54666.6082959437;"0003";RT 003 RW 002 DUSUN TURI TIMUR;"-";"7, 1, 1, 1";"1";;;;;;;;;1
5390;"32";"15";"130";"014";TANJUNGJAYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130014";"3215130";"0  ";sp2020;3215130014003B;"003B";162118.87986514;"0009  ,  0008";"RT 009 RW 004 DUSUN BUER  ,  RT 008 RW 004 DUSUN BUER";"-";"1, 1, 1, 1, 1,1, 1, 1, 1, 1";"1";;;;;;;;;1
5391;"32";"15";"130";"014";TANJUNGJAYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130014";"3215130";"0  ";sp2020;3215130014004B;"004B";138604.861031319;"0007";RT 007 RW 003 DUSUN BUER;"-";"1, 1, 1, 1, 1, 1, 1";"1";;;;;;;;;1
5392;"32";"15";"130";"014";TANJUNGJAYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130014";"3215130";"0  ";sp2020;3215130014005B;"005B";111558.058639603;"0002";RT 002 RW 001 DUSUN TURI TIMUR;"-";"1, 1, 1, 1, 1, 1";"1";;;;;;;;;1
5393;"32";"15";"130";"014";TANJUNGJAYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130014";"3215130";"0  ";sp2020;3215130014006B;"006B";50926.3004454607;"0001";RT 001 RW 001 DUSUN TURI TIMUR;"-";"1, 1, 1, 1, 1, 1, 1";"1";;;;;;;;;1
5394;"32";"15";"130";"014";TANJUNGJAYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130014";"3215130";"0  ";sp2020;3215130014007B;"007B";7629.19574944905;"0003";RT 003 RW 002 DUSUN TURI TIMUR;"-";"7, 1, 1, 1";"1";;;;;;;;;1
5395;"32";"15";"130";"014";TANJUNGJAYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130014";"3215130";"0  ";sp2020;3215130014011B;"011B";567015.686508673;"0016";RT 015 RW 008 DUSUN KATIMAHA;"-";"1, 1, 1";"1";;;;;;;;;1
5396;"32";"15";"130";"014";TANJUNGJAYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130014";"3215130";"0  ";sp2020;3215130014013B;"013B";153695.694464132;"0010  ,  0011";"RT 010 RW 005 DUSUN KEDUNGWOWO  ,  RT 011 RW 005 DUSUN KEDUNGWOWO";"-";"1, 1, 1, 1, 1,1, 1, 1";"1";;;;;;;;;1
5397;"32";"15";"130";"012";SUMBERJAYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130012";"3215130";"0  ";sp2020;3215130012012B;"012B";219143.231230671;"0011";RT 011 RW 004 DUSUN BELENDUNG 03;"-";"1, 1";"1";;;;;;;;;1
5398;"32";"15";"130";"014";TANJUNGJAYA;TEMPURAN;KARAWANG;JAWA BARAT;"3215130014";"3215130";"0  ";sp2020;3215130014012B;"012B";368015.066888638;"0014  ,  0015";"RT 013 RW 007 DUSUN KATIMAHA  ,  RT 014 RW 007 DUSUN KATIMAHA";"-";"1, 1,1, 1";"1";;;;;;;;;1
